seller_id,category_eng,month,sales_count,avg_price,avg_review_score,avg_shipping_hours,avg_lead_time,top_selling_sku,seller_total_sales,seller_avg_shipping_hours,months_active,category_count,seller_monthly_avg_orders,top_state,cat_total_sales,cat_share,tier,tier_above_avg_shipping_hours,mean,std,z_score,moving_avg_30d,risk_level,safety_stock,restock_recommendation
46dc3b2cc0980fb8ec44634e21d2718e,toys,2017-11-24,21,120.94238095238094,3.8095238095238093,130.99095238095236,13.75,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,542,69.32747321991178,239,6,2.2677824267782425,SP,374.0,0.6900369003690037,Tier 1 (Top 1%),,2.0662983425414363,2.1463203911830937,8.821470333710028,3.2,High,7.0,30.0
cc419e0650a3c5ba77189a1882b7556a,health_beauty,2017-11-24,21,69.41952380952381,3.9047619047619047,81.27263227513228,13.095238095238095,4c2394abfbac7ff59ec7a420918562fa,1819,57.875281642243245,483,4,3.7660455486542443,SP,1126.0,0.6190214403518417,Tier 1 (Top 1%),,2.6809523809523808,2.1756120687342215,8.420181098602612,3.533333333333333,High,6.0,31.0
4a3ca9315b744ce9f8e9374361493884,home_confort,2017-11-24,9,92.24444444444445,2.7777777777777777,109.6329012345679,22.444444444444443,35afc973633aaeb6b877ff57b2793310,2009,57.161982931726904,537,7,3.741154562383613,SP,246.0,0.12244897959183673,Tier 1 (Top 1%),,1.4385964912280702,0.9270613380236524,8.156314149494834,1.8,High,3.0,16.0
85d9eb9ddc5d00ca9336a2219c97bb13,computers_accessories,2017-11-24,9,30.566666666666663,4.555555555555555,290.3132098765432,22.11111111111111,f71f42e2381752836563b70beb542f80,525,158.53684014474243,321,6,1.6355140186915889,SP,484.0,0.9219047619047619,Tier 2 (Top 2-20%),71.39965551650388,1.5612903225806452,0.9759825915455131,7.621764713692093,1.6,High,5.0,17.0
ccc4bbb5f32a6ab2b7066a4130f114e3,health_beauty,2017-11-24,7,340.42857142857144,4.142857142857143,125.31333333333335,17.857142857142858,6cdd53843498f92890544667809f1595,192,67.19788596491227,149,2,1.2885906040268456,SP,187.0,0.9739583333333334,Tier 1 (Top 1%),,1.2986111111111112,0.7487038787514714,7.615011823361259,1.2666666666666666,High,3.0,13.0
7aa4334be125fcdd2ba64b3180029f14,toys,2017-12-07,16,71.97125,1.875,302.5334375,28.3125,b623b7cb05ee3248fbe4a6ecbeed79a4,240,120.51208275220827,122,4,1.9672131147540983,SP,189.0,0.7875,Tier 2 (Top 2-20%),71.39965551650388,1.8173076923076923,1.8631032838127481,7.6124026139163545,2.566666666666667,High,7.0,25.0
6560211a19b47992c3666cc44a7e94c0,fashion_bags_accessories,2017-11-24,9,54.55555555555556,3.5555555555555554,46.4387037037037,7.111111111111111,d017a2151d543a9885604dc62a3d9dcc,2039,30.09526963262555,506,7,4.029644268774703,SP,341.0,0.1672388425698872,Tier 1 (Top 1%),,1.4956140350877194,0.9911405214167259,7.571465198684027,1.7666666666666666,High,2.0,15.0
cca3071e3e9bb7d12640c9fbe2301306,furniture_decor,2017-06-09,14,13.4,4.785714285714286,76.34222222222222,9.857142857142858,6ee7217ab647f3c2b4a5161c75cadab3,849,84.8926317875545,343,6,2.4752186588921283,SP,556.0,0.6548881036513545,Tier 1 (Top 1%),,2.09811320754717,1.6136832710469295,7.375602762945602,2.4,High,6.0,23.0
bd0389da23d89b726abf911cccc54596,computers_accessories,2017-10-17,5,117.9,5.0,22.52466666666667,9.0,073ec95c6cd3b2db5d9dc430dcb524a6,90,31.32083648989899,79,5,1.139240506329114,SP,79.0,0.8777777777777778,Tier 2 (Top 2-20%),71.39965551650388,1.0972222222222223,0.5349666890306882,7.295365969139615,1.2352941176470589,High,2.0,11.0
f84a00e60c73a49e7e851c9bdca3a5bb,health_beauty,2017-12-19,6,9.8,1.0,46.305277777777775,2.0,51f876eb62be778c757503cf7f8a3b74,99,50.026725589225585,84,2,1.1785714285714286,SP,89.0,0.898989898989899,Tier 2 (Top 2-20%),71.39965551650388,1.1866666666666668,0.671692765459902,7.165974655150094,1.1923076923076923,High,2.0,11.0
1f50f920176fa81dab994f9023523100,garden_tools,2017-11-25,51,49.0978431372549,3.4901960784313726,90.04754357298475,22.529411764705884,389d119b48cf3043d311335e499d9c6b,1940,81.3698025937428,388,3,5.0,SP,1891.0,0.9747422680412371,Tier 1 (Top 1%),,4.950261780104712,6.462907484997583,7.1252355579576285,10.366666666666667,High,20.0,93.0
1f9ab4708f3056ede07124aad39a2554,baby,2018-02-25,3,169.9,5.0,29.095925925925926,13.333333333333334,8aa6223e400af9c97b07c75993142721,79,63.65530626780627,75,1,1.0533333333333332,SP,79.0,1.0,Tier 2 (Top 2-20%),71.39965551650388,1.0533333333333332,0.2796394074485894,6.961345986346913,1.0666666666666667,High,1.0,9.0
dd7ddc04e1b6c2c614352b383efe2d36,pet_shop,2018-03-25,8,49.9,2.5,76.10638888888889,12.75,e1da6ab77f4859eb17950e5df1c0f815,143,157.69621087636932,102,1,1.4019607843137254,SP,122.0,0.8531468531468531,Tier 2 (Top 2-20%),71.39965551650388,1.3863636363636365,0.9520916861796304,6.94642801700568,1.6333333333333333,High,5.0,17.0
1d8dbc4f32378d715c717c1c1fc57bae,baby,2017-06-12,5,110.0,1.0,174.8961111111111,14.0,7893c68e0a8b6e58a70390551e8a84d9,98,98.94513888888888,82,1,1.1951219512195121,SP,98.0,1.0,Tier 2 (Top 2-20%),71.39965551650388,1.1951219512195121,0.5541988855071619,6.865546193400487,1.375,High,2.0,12.0
76d5af76d0271110f9af36c92573f765,sports_leisure,2017-03-21,7,167.3714285714286,2.0,5.68281746031746,8.285714285714286,be62f0c24387eae79f18265ad2a5d8cc,159,66.81338172043012,108,7,1.4722222222222223,SP,103.0,0.6477987421383647,Tier 2 (Top 2-20%),71.39965551650388,1.3205128205128205,0.8295451694423808,6.84650744612849,1.6923076923076923,High,3.0,15.0
86ccac0b835037332a596a33b6949ee1,watches_gifts,2017-08-21,10,39.333999999999996,3.9,52.93655555555555,8.4,0a9c1531aa7c17c8c64157b634fa9ba9,212,61.07303054239074,134,3,1.5820895522388059,SP,208.0,0.9811320754716981,Tier 2 (Top 2-20%),71.39965551650388,1.5639097744360901,1.2453147555066244,6.774263444852464,1.7,High,4.0,16.0
37515688008a7a40ac93e3b2e4ab203f,consoles_games,2017-11-24,11,24.5,3.8181818181818183,127.395,17.09090909090909,6c3effec7c8ddba466d4f03f982c7aa3,240,108.96013657407407,135,2,1.7777777777777777,SP,239.0,0.9958333333333333,Tier 2 (Top 2-20%),71.39965551650388,1.7835820895522387,1.362008359521382,6.7667851272854636,2.2666666666666666,High,5.0,21.0
53e4c6e0f4312d4d2107a8c9cddf45cd,housewares,2017-11-24,10,57.596000000000004,4.3,88.03522222222223,12.5,3fc18e3aefe7b9346bd15de863fa0365,525,87.42070192307692,288,6,1.8229166666666667,SP,479.0,0.9123809523809524,Tier 2 (Top 2-20%),71.39965551650388,1.8075471698113208,1.2172760600165058,6.730151934539478,1.8666666666666667,High,4.0,18.0
6560211a19b47992c3666cc44a7e94c0,watches_gifts,2017-11-24,22,48.81818181818182,3.6,51.351414141414146,16.0,0900e9b18da6627157a7e47a8ac8fc08,2039,30.09526963262555,506,7,4.029644268774703,SP,1633.0,0.8008827856792545,Tier 1 (Top 1%),,3.4893162393162394,2.76291849124907,6.699685068275534,5.366666666666666,High,6.0,44.0
7142540dd4c91e2237acb7e911c4eba2,auto,2018-02-20,8,176.775,4.125,42.29388888888889,13.625,202a77df8644deb5f8006aea1e013d5d,334,85.23910345974717,210,2,1.5904761904761904,SP,230.0,0.688622754491018,Tier 2 (Top 2-20%),71.39965551650388,1.5231788079470199,0.9786687358249653,6.617991313059947,1.6666666666666667,High,4.0,16.0
0ea22c1cfbdc755f86b9b54b39c16043,fashion_bags_accessories,2017-05-21,8,28.025,4.625,33.587291666666665,14.125,ab63f62c916db9ba192225d361b6ec44,277,37.95871156211562,185,9,1.4972972972972973,SP,251.0,0.9061371841155235,Tier 2 (Top 2-20%),71.39965551650388,1.4425287356321839,0.9997840441853634,6.55888769430295,1.7666666666666666,High,3.0,16.0
6a8b085f816a1f75f92dbac6eb545f8f,auto,2018-02-13,6,40.36666666666667,3.0,22.935462962962962,15.666666666666666,dcd4a3a2a42be1d09bc29d39ff24772b,136,48.403659147869675,101,1,1.3465346534653466,SP,136.0,1.0,Tier 2 (Top 2-20%),71.39965551650388,1.3465346534653466,0.7132411031952159,6.524393119925097,1.6,High,2.0,14.0
afe0067131b73e40875c9b6c10bd2e21,perfumery,2017-11-21,3,104.90000000000002,3.6666666666666665,65.26805555555556,9.333333333333334,1fa784d8744e3ed625d8651ddb15e33b,46,84.07345061728395,44,1,1.0454545454545454,SP,46.0,1.0,Tier 2 (Top 2-20%),71.39965551650388,1.0454545454545454,0.30151134457776363,6.482493908421918,1.0666666666666667,High,1.0,9.0
744dac408745240a2c2528fb1b6028f3,watches_gifts,2018-06-20,5,189.0,4.0,118.4461111111111,12.0,de3f078dec217fe7b864a4bb912fef7b,84,42.35067938420348,73,4,1.1506849315068493,SP,77.0,0.9166666666666666,Tier 2 (Top 2-20%),71.39965551650388,1.1666666666666667,0.5970010522689692,6.42098254059071,1.2333333333333334,High,2.0,11.0
7722b1df1b0e383e000397b2c11e3e19,housewares,2017-04-27,5,37.172000000000004,4.2,11.42161111111111,16.4,37bc5c7b7dca15cfcbe282fb0dd0bab3,145,46.277756558641975,116,8,1.25,SP,102.0,0.7034482758620689,Tier 2 (Top 2-20%),71.39965551650388,1.2289156626506024,0.5910986299776424,6.379788661482829,1.6363636363636365,High,2.0,14.0
1b4c3a6f53068f0b6944d2d005c9fc89,housewares,2017-03-14,7,169.9,2.7142857142857144,22.503849206349205,9.0,e9a69340883a438c3f91739d14d3a56d,118,35.31445169082126,97,9,1.2164948453608246,SP,61.0,0.5169491525423728,Tier 2 (Top 2-20%),71.39965551650388,1.2448979591836735,0.9020950671653636,6.3797068072885885,3.0,High,2.0,23.0
7d13fca15225358621be4086e1eb0964,watches_gifts,2018-05-08,33,130.78454545454545,3.9696969696969697,64.26579124579125,10.969696969696969,53b36df67ebb7c41585e8d54d6772e08,578,84.24992140206992,142,7,4.070422535211268,SP,508.0,0.8788927335640139,Tier 1 (Top 1%),,3.735294117647059,4.595062235692902,6.36872894887789,7.366666666666666,High,15.0,67.0
ef506c96320abeedfb894c34db06f478,telephony,2017-10-19,7,31.262857142857143,3.0,278.69170634920636,16.714285714285715,564d0015be20622253aee5b6e875bea8,341,70.90084234677155,227,4,1.502202643171806,SP,314.0,0.9208211143695014,Tier 2 (Top 2-20%),71.39965551650388,1.4537037037037037,0.872145275494636,6.359372058916127,1.8,High,3.0,16.0
edb1ef5e36e0c8cd84eb3c9b003e486d,health_beauty,2018-07-23,6,39.65,5.0,22.5425,2.0,1336ffed1eaf9f489f9f5656f7e6fd81,175,33.2577322936972,128,1,1.3671875,MG,175.0,1.0,Tier 1 (Top 1%),,1.3671875,0.7303444743277671,6.343325188109614,1.6,High,2.0,14.0
955fee9216a65b617aa5c0531780ce60,housewares,2018-05-15,12,144.5,1.0,13.864583333333334,13.5,31a89a7044c5b133cf646404a4e86022,1501,42.346353003721426,325,23,4.618461538461538,SP,243.0,0.16189207195203198,Tier 1 (Top 1%),,1.8270676691729324,1.607328284789129,6.329094328207937,2.1,High,4.0,19.0
31344c16881c08a8a72c6d2eb29918c1,furniture_decor,2017-11-27,2,249.9,2.0,52.92513888888889,20.0,fca62108387e25005784da2f551466a1,43,63.48263565891473,42,1,1.0238095238095237,MG,43.0,1.0,Tier 2 (Top 2-20%),71.39965551650388,1.0238095238095237,0.15430334996209188,6.32643734844577,1.0588235294117647,High,1.0,9.0
00ee68308b45bc5e2660cd833c3f81cc,bed_bath_table,2018-01-30,10,77.0,4.2,37.265,8.0,078e8db43688ea060cf754e7bd2b92e7,173,41.39393239625168,95,2,1.8210526315789475,SP,151.0,0.8728323699421965,Tier 2 (Top 2-20%),71.39965551650388,1.735632183908046,1.3247182246674591,6.238585430623587,2.2333333333333334,High,3.0,19.0
9646c3513289980f17226a2fc4720dbd,computers_accessories,2017-03-09,5,28.0,2.0,96.32027777777778,41.0,c23381297fa734ea441a15d723199fb5,78,48.70487938596491,64,4,1.21875,SP,71.0,0.9102564102564102,Tier 3 (Middle 21-95%),69.56156753830703,1.2033898305084745,0.6096822523743953,6.227194829283127,1.5,High,2.0,13.0
5c243662ce92d84573bfaff24c3e3700,health_beauty,2017-05-22,7,446.14142857142855,4.0,27.17373015873016,8.142857142857142,9453bde60c4ee52155c963641736cfc5,101,68.06950495049506,72,2,1.4027777777777777,SP,98.0,0.9702970297029703,Tier 2 (Top 2-20%),71.39965551650388,1.4202898550724639,0.8978044641930552,6.214838940395077,1.4666666666666666,High,3.0,14.0
17a053fcb14bd219540cbde0df490be0,office_furniture,2018-04-18,7,194.18571428571428,4.714285714285714,30.086468253968256,12.714285714285714,7dda94d5b1861c308661fedb3944df60,150,76.6277027027027,107,1,1.4018691588785046,SP,144.0,0.96,Tier 2 (Top 2-20%),71.39965551650388,1.3714285714285714,0.9120680522132827,6.171218709955663,1.3333333333333333,High,3.0,13.0
abe42c5d03695b4257b5c6cbf4e6784e,health_beauty,2018-04-19,2,299.0,3.0,109.71944444444443,13.0,0d27851a74a2b7abf8e6daa991d005f8,50,39.949143990929706,49,2,1.0204081632653061,SP,41.0,0.82,Tier 2 (Top 2-20%),71.39965551650388,1.025,0.15811388300841897,6.1664414373283405,1.0454545454545454,High,1.0,9.0
53243585a1d6dc2643021fd1853d8905,computers,2017-08-29,15,1133.3333333333333,4.133333333333334,42.31762962962963,12.533333333333333,bc4cd4da98dd128c39bf0b8c2674032f,410,74.74223253575357,150,2,2.7333333333333334,SP,153.0,0.37317073170731707,Tier 1 (Top 1%),,1.9367088607594938,2.120363854551788,6.160872395177611,9.5,High,7.0,74.0
7040e82f899a04d1b434b795a43b4617,audio,2018-08-23,6,14.9,3.0,17.051342592592594,5.333333333333333,a59fb60fddcc72a9878b7ed5cb69d8e4,228,47.396169394841266,143,10,1.5944055944055944,SP,99.0,0.4342105263157895,Tier 2 (Top 2-20%),71.39965551650388,1.2857142857142858,0.7755667343294813,6.0785042803073095,1.4333333333333333,High,2.0,13.0
b499c00f28f4b7069ff6550af8c1348a,furniture_decor,2017-12-21,5,33.989999999999995,5.0,137.07244444444444,5.8,491c6b0ec61399a890b22a6ed2d9a4b0,188,77.71419702489374,125,12,1.504,SP,73.0,0.3882978723404255,Tier 2 (Top 2-20%),71.39965551650388,1.1967213114754098,0.6276854873567266,6.059210807216112,1.411764705882353,High,2.0,12.0
f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,2018-08-07,7,330.0,4.857142857142857,29.63845238095238,4.714285714285714,bb50f2e236e5eea0100680137654686c,232,49.99547705314009,156,2,1.4871794871794872,SP,202.0,0.8706896551724138,Tier 1 (Top 1%),,1.4225352112676057,0.9250182567642209,6.029572657563278,1.5333333333333334,High,3.0,14.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,2018-06-26,7,104.27571428571427,1.0,16.03265873015873,1.0,5f00c50de3d989194f0439e343480372,124,67.21727822580644,90,3,1.3777777777777778,SP,121.0,0.9758064516129032,Tier 2 (Top 2-20%),71.39965551650388,1.375,0.9384812872065067,5.993726328570103,1.4666666666666666,High,3.0,14.0
e9bc59e7b60fc3063eb2290deda4cced,computers_accessories,2018-08-07,10,71.32000000000001,1.9,248.90880555555555,17.0,be0dbdc3d67d55727a65d4cd696ca73c,269,120.26308700209644,149,2,1.8053691275167785,SP,223.0,0.828996282527881,Tier 2 (Top 2-20%),71.39965551650388,1.702290076335878,1.385055713894958,5.990885305494229,2.4,High,6.0,23.0
a3a38f4affed601eb87a97788c949667,sports_leisure,2017-06-07,3,64.96,4.333333333333333,16.836296296296297,5.0,a872d8e3d5adb96808e32831578efb35,263,35.49719862719863,190,12,1.3842105263157896,SP,60.0,0.22813688212927757,Tier 2 (Top 2-20%),71.39965551650388,1.0714285714285714,0.3223291856101521,5.983235507888449,1.1666666666666667,High,1.0,10.0
ac3508719a1d8f5b7614b798f70af136,toys,2017-11-27,5,114.26000000000002,4.6,23.487444444444442,8.6,23bcd6822a33df5534f9b290216eec1f,104,29.616981837606836,83,4,1.2530120481927711,SP,83.0,0.7980769230769231,Tier 2 (Top 2-20%),71.39965551650388,1.2388059701492538,0.6298040156633138,5.972007063005833,1.4,High,2.0,12.0
855668e0971d4dfd7bef1b6a4133b41b,baby,2017-09-13,7,63.57142857142857,2.5714285714285716,52.621904761904766,8.142857142857142,bee760e5d1648771c6923cc199b11ba8,329,139.2412269244166,207,3,1.5893719806763285,SP,300.0,0.9118541033434651,Tier 2 (Top 2-20%),71.39965551650388,1.5228426395939085,0.9179258121111614,5.966884565332175,1.8333333333333333,High,4.0,17.0
8f119a0aee85c0c8fc534629734e94fd,toys,2017-08-03,3,50.76666666666667,5.0,95.13925925925928,7.666666666666667,009af1277432f1a05742df69cdf72d1e,83,81.74861454046639,70,8,1.1857142857142857,SP,49.0,0.5903614457831325,Tier 3 (Middle 21-95%),69.56156753830703,1.065217391304348,0.3267465149380397,5.921356526365832,1.1,High,1.0,9.0
53e4c6e0f4312d4d2107a8c9cddf45cd,housewares,2017-04-27,9,42.769999999999996,4.555555555555555,150.0220987654321,14.555555555555555,cac52d956eff0cacf32f4b0f0f3aac5c,525,87.42070192307692,288,6,1.8229166666666667,SP,479.0,0.9123809523809524,Tier 2 (Top 2-20%),71.39965551650388,1.8075471698113208,1.2172760600165058,5.908645595224432,1.7777777777777777,High,4.0,17.0
634964b17796e64304cadf1ad3050fb7,watches_gifts,2018-01-11,12,108.0,1.0,68.68166666666667,11.0,a62e25e09e05e6faf31d90c6ec1aa3d1,326,74.86775221540559,160,11,2.0375,SP,278.0,0.852760736196319,Tier 2 (Top 2-20%),71.39965551650388,1.9577464788732395,1.7005349155783278,5.905349798543555,1.6785714285714286,High,5.0,19.0
1127b7f2594683f2510f1c2c834a486b,garden_tools,2018-03-14,6,89.21,5.0,25.7175,34.0,e6c30d6c9696ee10542e7e25dcdffa92,133,47.98451550387597,101,4,1.316831683168317,SP,125.0,0.9398496240601504,Tier 2 (Top 2-20%),71.39965551650388,1.3297872340425532,0.7949883054842902,5.87456788199224,1.3333333333333333,High,2.0,12.0
46dc3b2cc0980fb8ec44634e21d2718e,baby,2017-11-27,2,144.99,5.0,125.86027777777778,19.5,7833fb4b2feb3e20e17156f38f042182,542,69.32747321991178,239,6,2.2677824267782425,SP,37.0,0.06826568265682657,Tier 1 (Top 1%),,1.0277777777777777,0.16666666666666666,5.833333333333334,1.037037037037037,High,1.0,9.0
9f505651f4a6abe901a56cdc21508025,computers_accessories,2018-05-12,9,19.323333333333334,3.5555555555555554,37.76820987654321,16.22222222222222,4e53a453045707bbc5febcf5f32097ac,431,24.371588835212027,210,7,2.052380952380952,SP,365.0,0.8468677494199536,Tier 2 (Top 2-20%),71.39965551650388,1.8814432989690721,1.2221470868719861,5.824631730089425,1.8666666666666667,High,3.0,17.0
2528513dd95219a6013d4d05176e391a,home_confort,2017-08-07,3,275.6666666666667,1.6666666666666667,115.54833333333333,7.333333333333333,223d59a37896c34a98384dcbaefc322c,167,51.70563008130081,140,3,1.1928571428571428,SP,95.0,0.5688622754491018,Tier 2 (Top 2-20%),71.39965551650388,1.0919540229885059,0.3282151842372013,5.81339946671251,1.2083333333333333,High,1.0,10.0
febab0275244b9a49a623f0bd613ca2f,housewares,2017-11-26,6,43.86666666666667,3.6666666666666665,20.308055555555555,4.666666666666667,33489f0140308d65c48a7659b05bdba1,129,33.43453125,97,3,1.3298969072164948,SP,123.0,0.9534883720930233,Tier 2 (Top 2-20%),71.39965551650388,1.3369565217391304,0.8021560769047636,5.813137383754422,1.3,High,2.0,12.0
7e93a43ef30c4f03f38b393420bc753a,watches_gifts,2017-11-24,8,734.9975,2.75,194.51850694444445,20.875,de75785dc5be712c4d4ed4ec5b422ce1,340,59.676187500000005,207,8,1.642512077294686,SP,314.0,0.9235294117647059,Tier 1 (Top 1%),,1.6185567010309279,1.1005726156235953,5.798293732170761,2.2666666666666666,High,3.0,19.0
42b729f859728f5079499127a9c2ef37,health_beauty,2018-01-16,8,24.9,1.0,509.5021527777778,24.0,634256dbcd184b3757ffd7632c9fe52a,132,83.90578811369508,84,4,1.5714285714285714,SP,98.0,0.7424242424242424,Tier 3 (Middle 21-95%),69.56156753830703,1.5076923076923077,1.1197527199547914,5.79798340884567,4.5,High,4.0,36.0
fe2032dab1a61af8794248c8196565c9,perfumery,2017-11-24,7,228.4,4.285714285714286,82.55670634920635,12.857142857142858,02ee0862685e90b57cc241b7c9885f95,306,40.795921886651755,203,2,1.5073891625615763,SP,303.0,0.9901960784313726,Tier 1 (Top 1%),,1.507462686567164,0.9493123984499235,5.785805939542428,1.4,High,3.0,14.0
fe2032dab1a61af8794248c8196565c9,perfumery,2018-06-11,7,209.12857142857143,3.5714285714285716,42.40420634920635,12.428571428571429,d8cabd83757ecf48a7d2628dee9135c1,306,40.795921886651755,203,2,1.5073891625615763,SP,303.0,0.9901960784313726,Tier 1 (Top 1%),,1.507462686567164,0.9493123984499235,5.785805939542428,1.6333333333333333,High,3.0,15.0
620c87c171fb2a6dd6e8bb4dec959fc6,health_beauty,2018-02-07,10,78.9,4.9,33.96330555555555,10.4,b8a0d73b2a06e7910d9864dccdb0cda2,804,58.58941287878788,337,2,2.3857566765578637,SP,420.0,0.5223880597014925,Tier 1 (Top 1%),,1.883408071748879,1.402970802071834,5.78528927064267,2.066666666666667,High,4.0,19.0
aced59e9b31ef866a94f9e7f29d8d418,housewares,2017-03-03,5,17.66,4.0,68.51183333333333,9.4,170b033abb14ccc92a21b95dba58fa90,69,56.71155797101449,57,3,1.2105263157894737,SP,59.0,0.855072463768116,Tier 2 (Top 2-20%),71.39965551650388,1.18,0.6605501726683938,5.783058059872309,2.0,High,2.0,16.0
a1043bafd471dff536d0c462352beb48,garden_tools,2017-11-16,9,99.99,4.444444444444445,31.48929012345679,13.666666666666666,8c591ab0ca519558779df02023177f44,770,37.67295,327,3,2.3547400611620795,RJ,425.0,0.551948051948052,Tier 1 (Top 1%),,1.7782426778242677,1.248943859582743,5.782291387051164,2.1666666666666665,High,3.0,19.0
dd2bdf855a9172734fbc3744021ae9b9,bed_bath_table,2017-08-14,6,56.56666666666666,4.0,81.08855555555556,12.4,8c5de6354d95c9a3cd8243bbab60d301,114,127.93271825396825,79,8,1.4430379746835442,SP,88.0,0.7719298245614035,Tier 2 (Top 2-20%),71.39965551650388,1.3333333333333333,0.8101914936669332,5.759955150288355,1.3666666666666667,High,4.0,14.0
3d871de0142ce09b7081e2b9d1733cb1,stationery,2018-01-09,16,110.05625,3.5,125.21897569444444,25.8,5411e9269501a870cabf632f05655131,1148,71.66550799921959,403,6,2.8486352357320097,SP,835.0,0.7273519163763066,Tier 1 (Top 1%),,2.5226586102719035,2.346228476062755,5.7442578705483305,5.933333333333334,High,7.0,49.0
6b243f80ed07b10f0e8aa0f21a205f3c,sports_leisure,2018-01-29,6,54.9,1.0,78.3575,6.0,616042729c11849827291496b18e9ec5,89,36.917051033591726,66,1,1.3484848484848484,SP,89.0,1.0,Tier 2 (Top 2-20%),71.39965551650388,1.3484848484848484,0.8132068379602825,5.719965615614185,1.5416666666666667,High,2.0,13.0
3d871de0142ce09b7081e2b9d1733cb1,toys,2017-08-16,6,45.449999999999996,3.6666666666666665,51.604490740740744,5.5,cfb133b7458336455fa60b97ac3aaba9,1148,71.66550799921959,403,6,2.8486352357320097,SP,244.0,0.21254355400696864,Tier 1 (Top 1%),,1.4186046511627908,0.8015353144616384,5.715774796416005,1.6333333333333333,High,3.0,15.0
